1433386569651,1.3,0.678,0.898,1.2,0.125,0.159,0.9,0.085,0.084,1.2,0.026,0.031 
1433386569751,1.3,0.678,0.898,1.2,0.125,0.159,0.9,0.085,0.084,1.2,0.026,0.031 
1433386569851,1.3,0.971,1.287,1.2,0.125,0.159,0.9,0.085,0.084,1.2,0.018,0.021 
1433386569951,1.3,0.971,1.287,1.2,0.128,0.163,0.9,0.085,0.084,1.2,0.018,0.021 
1433386570051,1.3,0.971,1.287,1.2,0.128,0.163,0.9,0.085,0.084,1.2,0.018,0.021 
1433386570151,1.3,0.682,0.904,1.2,0.12,0.153,0.9,0.086,0.085,1.2,0.015,0.018 
1433386570251,1.3,0.682,0.904,1.2,0.12,0.153,0.9,0.086,0.085,1.2,0.015,0.018 
1433386570351,1.3,0.682,0.904,1.2,0.12,0.153,0.9,0.086,0.085,1.2,0.015,0.018 
1433386570451,1.3,0.701,0.929,1.2,0.117,0.149,0.9,0.085,0.084,1.2,0.016,0.019 
1433386570551,1.3,0.701,0.929,1.2,0.117,0.149,0.9,0.085,0.084,1.2,0.016,0.019 
1433386570651,1.3,0.756,1.002,1.2,0.151,0.192,0.9,0.086,0.085,1.2,0.016,0.019 
1433386570751,1.3,0.756,1.002,1.2,0.151,0.192,0.9,0.086,0.085,1.2,0.016,0.019 
1433386570851,1.3,0.756,1.002,1.2,0.151,0.192,0.9,0.086,0.085,1.2,0.016,0.019 
1433386570951,1.3,0.708,0.938,1.2,0.118,0.15,0.9,0.085,0.084,1.2,0.016,0.019 
1433386571051,1.3,0.708,0.938,1.2,0.118,0.15,0.9,0.085,0.084,1.2,0.016,0.019 
1433386571151,1.3,0.708,0.938,1.2,0.118,0.15,0.9,0.085,0.084,1.2,0.016,0.019 
1433386571251,1.3,0.772,1.023,1.2,0.156,0.198,0.9,0.085,0.084,1.2,0.015,0.018 
1433386571351,1.3,0.772,1.023,1.2,0.156,0.198,0.9,0.085,0.084,1.2,0.015,0.018 
1433386571451,1.3,0.682,0.904,1.2,0.118,0.15,0.9,0.085,0.084,1.2,0.015,0.018 
1433386571551,1.3,0.682,0.904,1.2,0.118,0.15,0.9,0.085,0.084,1.2,0.015,0.018 
1433386571651,1.3,0.682,0.904,1.2,0.118,0.15,0.9,0.085,0.084,1.2,0.015,0.018 
1433386571751,1.3,0.68,0.901,1.2,0.118,0.15,0.9,0.085,0.084,1.2,0.015,0.018 
1433386571851,1.3,0.68,0.901,1.2,0.118,0.15,0.9,0.085,0.084,1.2,0.015,0.018 
