1433494981668,1.3,0.084,0.112,1.2,0.152,0.193,0.9,0.08,0.079,1.2,0.034,0.041 
1433494981768,1.3,0.084,0.112,1.2,0.152,0.193,0.9,0.08,0.079,1.2,0.034,0.041 
1433494981868,1.3,0.084,0.112,1.2,0.152,0.193,0.9,0.08,0.079,1.2,0.034,0.041 
1433494981968,1.3,0.083,0.11,1.2,0.144,0.183,0.9,0.079,0.078,1.2,0.016,0.019 
1433494982068,1.3,0.083,0.11,1.2,0.144,0.183,0.9,0.079,0.078,1.2,0.016,0.019 
1433494982168,1.3,0.083,0.11,1.2,0.144,0.183,0.9,0.079,0.078,1.2,0.016,0.019 
1433494982268,1.3,0.084,0.112,1.2,0.132,0.168,0.9,0.079,0.078,1.2,0.02,0.024 
1433494982368,1.3,0.084,0.112,1.2,0.132,0.168,0.9,0.079,0.078,1.2,0.02,0.024 
1433494982468,1.3,0.084,0.112,1.2,0.126,0.16,0.9,0.079,0.078,1.2,0.016,0.019 
1433494982568,1.3,0.084,0.112,1.2,0.126,0.16,0.9,0.079,0.078,1.2,0.016,0.019 
1433494982668,1.3,0.084,0.112,1.2,0.126,0.16,0.9,0.079,0.078,1.2,0.016,0.019 
1433494982768,1.3,0.084,0.112,1.2,0.137,0.174,0.9,0.079,0.078,1.2,0.015,0.018 
1433494982868,1.3,0.084,0.112,1.2,0.137,0.174,0.9,0.079,0.078,1.2,0.015,0.018 
1433494982968,1.3,0.084,0.112,1.2,0.137,0.174,0.9,0.079,0.078,1.2,0.015,0.018 
1433494983068,1.3,0.084,0.112,1.2,0.112,0.143,0.9,0.079,0.078,1.2,0.015,0.018 
1433494983168,1.3,0.084,0.112,1.2,0.112,0.143,0.9,0.079,0.078,1.2,0.015,0.018 
1433494983268,1.3,0.083,0.11,1.2,0.117,0.149,0.9,0.08,0.079,1.2,0.015,0.018 
1433494983368,1.3,0.083,0.11,1.2,0.117,0.149,0.9,0.08,0.079,1.2,0.015,0.018 
1433494983468,1.3,0.083,0.11,1.2,0.117,0.149,0.9,0.08,0.079,1.2,0.015,0.018 
1433494983568,1.3,0.084,0.112,1.2,0.205,0.259,0.9,0.079,0.078,1.2,0.017,0.02 
1433494983668,1.3,0.084,0.112,1.2,0.205,0.259,0.9,0.079,0.078,1.2,0.017,0.02 
1433494983768,1.3,0.084,0.112,1.2,0.246,0.309,0.9,0.079,0.078,1.2,0.032,0.038 
1433494983868,1.3,0.084,0.112,1.2,0.246,0.309,0.9,0.079,0.078,1.2,0.032,0.038 
1433494983968,1.3,0.084,0.112,1.2,0.246,0.309,0.9,0.079,0.078,1.2,0.032,0.038 
1433494984068,1.3,0.084,0.112,1.2,0.248,0.311,0.9,0.079,0.078,1.2,0.037,0.044 
1433494984168,1.3,0.084,0.112,1.2,0.248,0.311,0.9,0.079,0.078,1.2,0.037,0.044 
1433494984268,1.3,0.084,0.112,1.2,0.248,0.311,0.9,0.079,0.078,1.2,0.037,0.044 
1433494984368,1.3,0.084,0.112,1.2,0.25,0.314,0.9,0.079,0.078,1.2,0.037,0.044 
1433494984468,1.3,0.084,0.112,1.2,0.25,0.314,0.9,0.079,0.078,1.2,0.037,0.044 
1433494984568,1.3,0.084,0.111,1.2,0.248,0.311,0.9,0.08,0.079,1.2,0.037,0.044 
1433494984668,1.3,0.084,0.111,1.2,0.248,0.311,0.9,0.08,0.079,1.2,0.037,0.044 
1433494984768,1.3,0.084,0.111,1.2,0.248,0.311,0.9,0.08,0.079,1.2,0.037,0.044 
1433494984868,1.3,0.084,0.111,1.2,0.25,0.314,0.9,0.08,0.079,1.2,0.038,0.045 
1433494984968,1.3,0.084,0.111,1.2,0.25,0.314,0.9,0.08,0.079,1.2,0.038,0.045 
1433494985068,1.3,0.084,0.111,1.2,0.25,0.314,0.9,0.08,0.079,1.2,0.038,0.045 
1433494985168,1.3,0.084,0.112,1.2,0.247,0.31,0.9,0.08,0.079,1.2,0.037,0.044 
1433494985268,1.3,0.084,0.112,1.2,0.247,0.31,0.9,0.08,0.079,1.2,0.037,0.044 
1433494985368,1.3,0.084,0.112,1.2,0.251,0.315,0.9,0.08,0.079,1.2,0.037,0.044 
1433494985468,1.3,0.084,0.112,1.2,0.251,0.315,0.9,0.08,0.079,1.2,0.037,0.044 
1433494985568,1.3,0.084,0.112,1.2,0.251,0.315,0.9,0.08,0.079,1.2,0.037,0.044 
1433494985668,1.3,0.084,0.112,1.2,0.248,0.311,0.9,0.08,0.079,1.2,0.037,0.044 
1433494985768,1.3,0.084,0.112,1.2,0.248,0.311,0.9,0.08,0.079,1.2,0.037,0.044 
1433494985868,1.3,0.084,0.112,1.2,0.248,0.311,0.9,0.08,0.079,1.2,0.037,0.044 
1433494985968,1.3,0.084,0.112,1.2,0.249,0.313,0.9,0.08,0.079,1.2,0.037,0.044 
1433494986068,1.3,0.084,0.112,1.2,0.249,0.313,0.9,0.08,0.079,1.2,0.037,0.044 
1433494986168,1.3,0.084,0.112,1.2,0.253,0.318,0.9,0.08,0.079,1.2,0.038,0.045 
1433494986268,1.3,0.084,0.112,1.2,0.253,0.318,0.9,0.08,0.079,1.2,0.038,0.045 
1433494986368,1.3,0.084,0.112,1.2,0.253,0.318,0.9,0.08,0.079,1.2,0.038,0.045 
