1433387123463,1.3,0.677,0.897,1.2,0.117,0.149,0.9,0.08,0.079,1.2,0.015,0.018 
1433387123563,1.3,0.677,0.897,1.2,0.117,0.149,0.9,0.08,0.079,1.2,0.015,0.018 
1433387123663,1.3,0.86,1.14,1.2,0.117,0.149,0.9,0.08,0.079,1.2,0.029,0.035 
1433387123763,1.3,0.86,1.14,1.2,0.117,0.149,0.9,0.08,0.079,1.2,0.029,0.035 
1433387123863,1.3,0.86,1.14,1.2,0.117,0.149,0.9,0.08,0.079,1.2,0.029,0.035 
1433387123963,1.3,0.605,0.801,1.2,0.114,0.145,0.9,0.08,0.079,1.2,0.014,0.016 
1433387124063,1.3,0.605,0.801,1.2,0.114,0.145,0.9,0.08,0.079,1.2,0.014,0.016 
1433387124163,1.3,0.605,0.801,1.2,0.114,0.145,0.9,0.08,0.079,1.2,0.014,0.016 
1433387124263,1.3,0.604,0.8,1.2,0.117,0.149,0.9,0.08,0.079,1.2,0.015,0.018 
1433387124363,1.3,0.604,0.8,1.2,0.117,0.149,0.9,0.08,0.079,1.2,0.015,0.018 
1433387124463,1.3,0.604,0.8,1.2,0.124,0.158,0.9,0.08,0.079,1.2,0.017,0.02 
1433387124563,1.3,0.604,0.8,1.2,0.124,0.158,0.9,0.08,0.079,1.2,0.017,0.02 
1433387124663,1.3,0.604,0.8,1.2,0.124,0.158,0.9,0.08,0.079,1.2,0.017,0.02 
1433387124763,1.3,0.691,0.915,1.2,0.132,0.168,0.9,0.08,0.079,1.2,0.016,0.019 
1433387124863,1.3,0.691,0.915,1.2,0.132,0.168,0.9,0.08,0.079,1.2,0.016,0.019 
1433387124963,1.3,0.691,0.915,1.2,0.132,0.168,0.9,0.08,0.079,1.2,0.016,0.019 
1433387125063,1.3,0.605,0.801,1.2,0.132,0.168,0.9,0.08,0.079,1.2,0.014,0.016 
1433387125163,1.3,0.605,0.801,1.2,0.132,0.168,0.9,0.08,0.079,1.2,0.014,0.016 
1433387125263,1.3,0.604,0.8,1.2,0.112,0.143,0.9,0.08,0.079,1.2,0.015,0.018 
1433387125363,1.3,0.604,0.8,1.2,0.112,0.143,0.9,0.08,0.079,1.2,0.015,0.018 
1433387125463,1.3,0.604,0.8,1.2,0.112,0.143,0.9,0.08,0.079,1.2,0.015,0.018 
1433387125563,1.3,0.604,0.8,1.2,0.111,0.141,0.9,0.08,0.079,1.2,0.014,0.016 
1433387125663,1.3,0.604,0.8,1.2,0.111,0.141,0.9,0.08,0.079,1.2,0.014,0.016 
1433387125763,1.3,0.603,0.798,1.2,0.112,0.143,0.9,0.08,0.079,1.2,0.014,0.016 
1433387125863,1.3,0.603,0.798,1.2,0.112,0.143,0.9,0.08,0.079,1.2,0.014,0.016 
1433387125963,1.3,0.603,0.798,1.2,0.112,0.143,0.9,0.08,0.079,1.2,0.014,0.016 
1433387126063,1.3,1.229,1.632,1.2,0.135,0.171,0.9,0.08,0.079,1.2,0.035,0.042 
1433387126163,1.3,1.229,1.632,1.2,0.135,0.171,0.9,0.08,0.079,1.2,0.035,0.042 
1433387126263,1.3,1.229,1.632,1.2,0.135,0.171,0.9,0.08,0.079,1.2,0.035,0.042 
1433387126363,1.3,1.793,2.386,1.2,0.642,0.804,0.9,0.082,0.081,1.2,0.058,0.07 
1433387126463,1.3,1.793,2.386,1.2,0.642,0.804,0.9,0.082,0.081,1.2,0.058,0.07 
1433387126563,1.3,1.791,2.383,1.2,0.646,0.809,0.9,0.084,0.083,1.2,0.057,0.068 
1433387126663,1.3,1.791,2.383,1.2,0.646,0.809,0.9,0.084,0.083,1.2,0.057,0.068 
1433387126763,1.3,1.791,2.383,1.2,0.646,0.809,0.9,0.084,0.083,1.2,0.057,0.068 
1433387126863,1.3,1.815,2.415,1.2,0.647,0.81,0.9,0.084,0.083,1.2,0.058,0.07 
1433387126963,1.3,1.815,2.415,1.2,0.647,0.81,0.9,0.084,0.083,1.2,0.058,0.07 
1433387127063,1.3,1.815,2.415,1.2,0.647,0.81,0.9,0.084,0.083,1.2,0.058,0.07 
1433387127163,1.3,1.808,2.404,1.2,0.664,0.831,0.9,0.086,0.085,1.2,0.047,0.056 
1433387127263,1.3,1.808,2.404,1.2,0.664,0.831,0.9,0.086,0.085,1.2,0.047,0.056 
1433387127363,1.3,1.81,2.409,1.2,0.673,0.842,0.9,0.087,0.086,1.2,0.057,0.069 
1433387127463,1.3,1.81,2.409,1.2,0.673,0.842,0.9,0.087,0.086,1.2,0.057,0.069 
1433387127563,1.3,1.81,2.409,1.2,0.673,0.842,0.9,0.087,0.086,1.2,0.057,0.069 
1433387127663,1.3,1.812,2.411,1.2,0.658,0.824,0.9,0.087,0.086,1.2,0.057,0.068 
1433387127763,1.3,1.812,2.411,1.2,0.658,0.824,0.9,0.087,0.086,1.2,0.057,0.068 
1433387127863,1.3,1.812,2.411,1.2,0.658,0.824,0.9,0.087,0.086,1.2,0.057,0.068 
1433387127963,1.3,1.816,2.417,1.2,0.663,0.83,0.9,0.088,0.087,1.2,0.056,0.067 
1433387128063,1.3,1.816,2.417,1.2,0.663,0.83,0.9,0.088,0.087,1.2,0.056,0.067 
1433387128163,1.3,1.862,2.478,1.2,0.658,0.823,0.9,0.088,0.087,1.2,0.059,0.071 
1433387128263,1.3,1.862,2.478,1.2,0.658,0.823,0.9,0.088,0.087,1.2,0.059,0.071 
1433387128363,1.3,1.862,2.478,1.2,0.658,0.823,0.9,0.088,0.087,1.2,0.059,0.071 
1433387128463,1.3,1.873,2.492,1.2,0.662,0.828,0.9,0.089,0.088,1.2,0.061,0.073 
1433387128563,1.3,1.873,2.492,1.2,0.662,0.828,0.9,0.089,0.088,1.2,0.061,0.073 
1433387128663,1.3,1.873,2.492,1.2,0.66,0.826,0.9,0.089,0.088,1.2,0.059,0.071 
1433387128763,1.3,1.873,2.492,1.2,0.66,0.826,0.9,0.089,0.088,1.2,0.059,0.071 
1433387128863,1.3,1.873,2.492,1.2,0.66,0.826,0.9,0.089,0.088,1.2,0.059,0.071 
1433387128963,1.3,1.869,2.487,1.2,0.663,0.83,0.9,0.09,0.089,1.2,0.059,0.071 
1433387129063,1.3,1.869,2.487,1.2,0.663,0.83,0.9,0.09,0.089,1.2,0.059,0.071 
1433387129163,1.3,1.869,2.487,1.2,0.663,0.83,0.9,0.09,0.089,1.2,0.059,0.071 
1433387129263,1.3,1.852,2.465,1.2,0.665,0.832,0.9,0.091,0.09,1.2,0.059,0.071 
1433387129363,1.3,1.852,2.465,1.2,0.665,0.832,0.9,0.091,0.09,1.2,0.059,0.071 
1433387129463,1.3,1.874,2.494,1.2,0.675,0.845,0.9,0.091,0.09,1.2,0.059,0.071 
1433387129563,1.3,1.874,2.494,1.2,0.675,0.845,0.9,0.091,0.09,1.2,0.059,0.071 
1433387129663,1.3,1.874,2.494,1.2,0.675,0.845,0.9,0.091,0.09,1.2,0.059,0.071 
1433387129763,1.3,1.84,2.449,1.2,0.676,0.846,0.9,0.091,0.09,1.2,0.049,0.059 
1433387129863,1.3,1.84,2.449,1.2,0.676,0.846,0.9,0.091,0.09,1.2,0.049,0.059 
1433387129963,1.3,1.84,2.449,1.2,0.676,0.846,0.9,0.091,0.09,1.2,0.049,0.059 
1433387130063,1.3,1.868,2.486,1.2,0.666,0.833,0.9,0.092,0.091,1.2,0.056,0.067 
1433387130163,1.3,1.868,2.486,1.2,0.666,0.833,0.9,0.092,0.091,1.2,0.056,0.067 
1433387130263,1.3,1.862,2.478,1.2,0.676,0.846,0.9,0.092,0.091,1.2,0.059,0.071 
1433387130363,1.3,1.862,2.478,1.2,0.676,0.846,0.9,0.092,0.091,1.2,0.059,0.071 
